zone,left_ratio,middle_ratio,right_ratio,timestamp
RIGHT,0.7561,0.0,0.5316,23:49:18
RIGHT,0.7561,0.0,0.4894,23:49:18
RIGHT,0.8473,0.0,0.4894,23:49:18
RIGHT,0.8473,0.0,0.4454,23:49:18
RIGHT,0.8517,0.0,0.4454,23:49:19
RIGHT,0.8517,0.0,0.4399,23:49:19
RIGHT,0.8763,0.0,0.4399,23:49:19
RIGHT,0.8763,0.0,0.3986,23:49:19
RIGHT,0.8623,0.0,0.3986,23:49:19
RIGHT,0.8623,0.0,0.3814,23:49:19
RIGHT,0.8098,0.0,0.3814,23:49:19
RIGHT,0.6822,0.0,0.4014,23:49:19
RIGHT,0.6822,0.0,0.4219,23:49:19
RIGHT,0.8248,0.0,0.4219,23:49:20
RIGHT,0.8266,0.0,0.3505,23:49:20
RIGHT,0.8266,0.0,0.3703,23:49:20
RIGHT,0.6732,0.0,0.3703,23:49:20
RIGHT,0.7931,0.0,0.3703,23:49:20
RIGHT,0.8126,0.0,0.4033,23:49:20
RIGHT,0.8247,0.0,0.4781,23:49:21
RIGHT,0.776,0.0,0.5331,23:49:21
RIGHT,0.835,0.0,0.5349,23:49:21
RIGHT,0.835,0.0,0.4527,23:49:21
RIGHT,0.8091,0.0,0.4527,23:49:21
RIGHT,0.8091,0.0,0.407,23:49:21
RIGHT,0.7117,0.0,0.407,23:49:21
RIGHT,0.8001,0.0,0.3961,23:49:22
RIGHT,0.7896,0.0,0.3687,23:49:22
RIGHT,0.7282,0.0,0.4806,23:49:22
RIGHT,0.906,0.0,0.4225,23:49:22
RIGHT,0.8358,0.0,0.3754,23:49:22
RIGHT,0.7706,0.0,0.3538,23:49:23
RIGHT,0.7706,0.0,0.4448,23:49:23
RIGHT,0.8054,0.0,0.4479,23:49:23
RIGHT,0.8144,0.0,0.4479,23:49:23
RIGHT,0.8144,0.0,0.5005,23:49:23
RIGHT,0.7795,0.0,0.4731,23:49:23
RIGHT,0.7472,0.0,0.3789,23:49:24
RIGHT,0.5569,0.0,0.3653,23:49:24
RIGHT,0.5355,0.0,0.385,23:49:24
RIGHT,0.5284,0.0,0.3953,23:49:24
RIGHT,0.2875,0.0,0.3545,23:49:24
RIGHT,0.2437,0.0,0.3224,23:49:25
RIGHT,0.201,0.0,0.2786,23:49:25
RIGHT,0.4675,0.0,0.2786,23:49:25
RIGHT,0.4675,0.0,0.2871,23:49:25
RIGHT,0.6592,0.0,0.2871,23:49:25
RIGHT,0.6592,0.0,0.3152,23:49:25
RIGHT,0.7523,0.0,0.3152,23:49:25
RIGHT,0.7523,0.0,0.3317,23:49:26
RIGHT,0.9482,0.0,0.3317,23:49:26
RIGHT,0.9482,0.0,0.269,23:49:26
RIGHT,1.0637,0.0,0.269,23:49:26
RIGHT,1.0146,0.0,0.2625,23:49:26
RIGHT,1.0146,0.0,0.2624,23:49:26
RIGHT,0.9069,0.0,0.2624,23:49:26
RIGHT,0.9543,0.0,0.2655,23:49:26
RIGHT,0.9543,0.0,0.3894,23:49:27
RIGHT,0.9793,0.0,0.3894,23:49:27
RIGHT,0.9793,0.0,0.3711,23:49:27
RIGHT,0.9812,0.0,0.3711,23:49:27
RIGHT,0.9812,0.0,0.3898,23:49:27
RIGHT,0.9528,0.0,0.3898,23:49:27
RIGHT,0.9528,0.0,0.488,23:49:27
RIGHT,0.8556,0.0,0.488,23:49:27
