zone,node,ts_ms,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51,amp_52,amp_53,amp_54,amp_55,amp_56,amp_57,amp_58,amp_59,amp_60,amp_61,amp_62,amp_63
LEFT,left,1778971553441,134.3577,5.0,21.095,24.0832,27.1662,28.2843,30.5941,29.8329,28.1603,25.2982,22.1359,18.6815,16.2788,15.0333,14.5602,14.3178,15.2643,17.2047,17.0294,18.4391,19.2094,18.6011,18.868,17.0,14.7648,12.083,10.2956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7883,13.8924,8.6023,3.1623,3.1623,8.0623,13.0384,17.1172,21.2132,23.7697,25.9615,27.8568,29.1548,29.5466,28.6356,28.6356,27.313,27.8568,26.0,24.6982,22.4722,19.9249,16.7631,12.1655,9.2195,7.8102
LEFT,right,1778971553619,134.3577,5.0,31.6228,28.6007,25.4951,20.5183,16.6433,14.3178,14.0357,14.8661,18.0278,20.6155,22.6716,22.6716,21.9317,19.8494,16.9706,15.6205,13.0,13.1529,14.0,16.0312,16.0,16.0312,15.1327,13.1529,12.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4164,10.2956,11.4018,15.5563,22.3607,27.6586,33.0606,36.1248,38.0789,36.4005,33.541,27.7849,22.4722,15.6525,9.2195,8.6023,12.083,17.2627,21.095,24.0208,25.02,26.1725,27.8927,28.7924,30.8707,32.7567
LEFT,left,1778971553643,134.3577,5.0,14.8661,18.6815,21.8403,24.0416,25.2982,26.0,25.0799,22.3607,19.6977,16.1555,14.3178,12.0416,12.6491,13.8924,15.8114,15.8114,17.8045,18.4391,19.2094,18.6011,18.3576,17.0,14.7648,12.083,9.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2132,15.8114,10.2956,5.0,2.2361,7.6158,13.0,17.4642,22.3607,24.6982,27.2029,29.8329,30.4138,30.4138,29.0,26.9072,26.1725,24.0832,23.4307,23.0217,21.6333,20.2485,18.3576,14.7648,10.4403,8.0623
LEFT,right,1778971553829,134.3577,5.0,24.3311,22.561,19.3132,17.0,14.8661,13.0384,13.6015,13.0384,15.1327,16.4924,17.088,17.4642,16.5529,15.6525,13.0384,11.3137,10.8167,12.6491,13.3417,15.2971,16.4924,15.5242,14.8661,13.9284,12.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0499,10.0,12.6491,18.0,21.587,27.313,30.2324,33.2415,33.4215,31.3847,29.0689,23.4094,17.088,11.1803,6.7082,8.0623,12.7279,16.4012,20.6155,23.0217,24.6982,23.7065,23.7697,24.7386,25.1794,26.0
LEFT,left,1778971553846,134.3577,5.0,8.0623,12.6491,17.088,22.4722,26.0,27.7308,28.6531,26.6271,25.0,22.2036,19.4165,16.1245,13.9284,12.1655,11.1803,11.7047,12.2066,14.1421,16.2788,17.6918,17.6918,18.3848,17.6918,15.6205,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.1245,10.4403,5.099,1.4142,5.831,11.6619,15.6525,18.7883,22.1359,25.0,26.6833,27.4591,27.4591,26.4764,24.5153,24.0416,23.7697,24.5967,24.6982,26.0768,24.6982,22.8254,20.1246,15.6525,10.2956
LEFT,right,1778971554024,134.3577,5.0,28.0179,25.02,23.0868,19.6469,17.8885,15.6205,17.0294,17.4929,19.3132,19.9249,20.8806,19.6469,17.4642,16.4924,14.0357,12.1655,13.0,15.2643,18.0278,19.7231,19.6977,19.9249,18.2483,16.0312,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.544,7.0711,11.4018,17.0,22.8035,27.1662,32.0624,34.9285,36.0555,34.8855,31.9061,27.2029,21.4009,16.1245,12.1655,11.4018,13.6015,17.6918,21.4009,23.0217,24.1868,24.1661,25.2982,25.4951,27.074,29.0172
LEFT,left,1778971554052,134.3577,5.0,14.8661,19.3132,23.7697,26.8328,27.7849,28.8444,28.6007,25.6125,22.8035,20.0,16.6433,13.9284,13.1529,13.0384,14.5602,14.3178,16.1245,18.3576,19.7231,20.5913,20.1246,19.6977,17.088,15.8114,13.9284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.095,16.0312,9.2195,4.1231,2.0,5.831,10.8167,14.7648,18.3576,20.1246,23.2594,25.0799,26.0,26.9258,26.9258,26.0,26.4008,25.0599,25.5539,26.0768,24.6982,22.8254,19.2354,14.7648,10.2956,5.0
LEFT,right,1778971554239,134.3577,5.0,22.0907,19.0,17.2627,16.1555,14.4222,14.2127,15.6525,16.7631,18.2483,19.105,20.025,19.0263,18.0,16.0312,14.1421,12.6491,11.6619,12.7279,14.2127,15.0,15.6205,16.2788,14.8661,13.4536,12.0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.2195,11.4018,15.1327,19.6977,23.0217,26.8701,28.6007,29.5296,27.8568,24.7386,20.2237,15.1327,9.2195,4.2426,5.831,9.8995,14.8661,18.4391,21.2603,23.6008,23.8537,24.1868,25.4951,24.6982,25.9615
LEFT,left,1778971554263,134.3577,5.0,12.083,17.088,19.9249,23.5372,25.318,26.1725,25.02,23.0217,20.025,16.1245,14.5602,11.6619,12.0416,11.6619,13.0,14.5602,15.2971,16.0312,17.0294,18.0,18.0,17.0,16.0,14.0,13.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2132,13.9284,8.0623,3.1623,4.0,9.434,14.8661,19.105,22.0227,25.0,27.4591,29.1548,28.6531,28.178,27.2947,25.5539,23.6008,22.6716,21.2132,22.0227,22.0227,20.6155,17.6918,14.1421,9.8995,4.2426
LEFT,right,1778971554436,134.3577,5.0,26.0,24.0208,21.2132,18.9737,17.0,15.5563,16.6433,16.5529,18.6815,18.2483,20.0998,19.0263,18.0278,17.0,14.1421,12.6491,13.0384,14.8661,16.2788,17.6918,17.6918,17.2047,16.6433,13.8924,12.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6301,8.0623,10.0,15.2971,20.0998,25.2982,30.4138,32.8024,33.9411,33.6006,30.0167,25.4951,19.3132,12.53,7.2111,7.2801,11.4018,16.2788,19.8494,22.8035,23.0217,23.3238,24.1661,25.2982,26.4764,28.1603
LEFT,left,1778971554466,134.3577,5.0,16.2788,19.105,22.6716,25.6125,27.0185,27.4591,26.9258,24.5967,22.3607,18.7883,17.2047,14.8661,15.0,15.2643,15.6525,16.5529,17.4642,17.4642,17.8885,17.8885,16.6433,15.8114,12.8062,10.8167,9.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7631,12.083,9.2195,6.0828,6.4031,10.0,12.53,15.6525,18.3576,21.095,23.0217,25.2389,27.0185,27.6586,27.5862,26.8701,26.1725,25.4951,25.4951,26.2488,24.0832,22.6274,19.799,16.2788,12.2066,9.2195
LEFT,right,1778971554640,134.3577,5.0,30.5941,26.3059,23.1948,17.0,11.4018,9.2195,9.2195,12.1655,16.1555,17.8885,21.4709,21.4709,21.0238,20.1246,16.5529,13.4164,10.0,8.0623,8.0623,10.0,10.0499,11.0454,11.0454,10.0499,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2127,12.0416,13.4164,17.6918,22.3607,27.2029,31.4006,34.0147,36.0555,35.5106,32.0156,28.1603,22.1359,14.5602,9.0,5.6569,8.0623,13.0,17.4929,20.6155,23.3452,24.8395,28.3019,29.5466,31.0161,33.5261
LEFT,left,1778971554679,134.3577,5.0,16.4012,20.0,22.2036,25.0,25.6125,26.9072,26.8701,24.7588,22.6716,19.799,17.8045,16.1245,15.2315,14.5602,14.1421,16.0312,16.0,18.0278,18.0278,19.0,19.0263,18.1108,16.2788,14.5602,12.3693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4009,15.5563,11.4018,5.6569,3.0,6.7082,10.7703,15.2315,19.2354,22.4722,25.2389,27.6586,29.0,29.0,28.3196,26.9072,26.1725,25.4558,24.7588,24.0832,22.6716,20.6155,17.8045,14.4222,10.7703,9.0
LEFT,right,1778971554843,134.3577,5.0,32.6956,31.0161,26.9258,24.1661,19.7231,16.4012,14.2127,13.9284,15.1327,17.0,18.0278,19.105,19.105,17.0294,15.0333,13.3417,12.083,13.6015,14.2127,15.6205,16.6433,16.1245,14.8661,13.3417,11.1803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.8102,10.0499,14.7648,19.105,25.5539,28.7924,31.5753,32.0624,30.0666,27.2947,23.3452,18.2483,14.0,12.083,13.4536,15.6525,18.3848,21.1896,21.8403,21.3776,21.0238,21.2132,23.0868,27.313,31.7648
LEFT,left,1778971554894,134.3577,5.0,16.1555,19.9249,23.4094,25.632,27.313,27.7308,26.4197,23.8537,20.2485,16.1245,13.0,10.0,10.4403,11.4018,13.4536,15.5563,17.6918,18.3848,19.105,19.2094,18.6011,16.6433,13.4164,11.1803,8.9443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1246,14.8661,10.4403,6.3246,2.2361,5.0,10.0,13.6015,18.4391,21.9317,24.7588,27.6586,28.6007,28.0179,27.4591,26.6271,25.2389,24.2074,22.6716,21.2132,20.5183,18.4391,15.8114,12.53,9.4868,8.2462
LEFT,right,1778971555040,134.3577,5.0,28.3019,25.2389,20.6155,16.2788,12.53,10.0,11.1803,14.1421,17.8045,20.0,22.2036,22.2036,20.6155,17.0294,12.8062,8.0623,6.0,8.6023,11.3137,14.8661,16.4012,16.6433,15.6525,14.3178,12.6491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1655,11.6619,15.6525,21.2132,26.0768,32.0156,34.5398,38.9487,38.0132,36.8782,33.2415,28.3196,21.2603,14.2127,9.2195,8.6023,13.8924,18.0278,21.8403,24.5153,26.1725,27.0,27.2947,29.1204,30.0832,31.7648
LEFT,left,1778971555101,134.3577,5.0,14.4222,17.6918,20.5183,23.3452,25.4951,27.5862,26.8701,26.1725,24.0832,21.2603,18.3848,16.4012,14.7648,14.5602,14.1421,15.0333,17.1172,18.1108,19.2354,20.0998,19.0,19.0263,16.0312,14.0357,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0227,17.8045,13.0384,8.0623,3.6056,2.8284,7.6158,12.083,17.8885,22.4722,26.2488,29.0,31.241,31.6228,30.5287,30.0167,27.7849,25.5539,24.4131,23.4307,23.3452,21.2132,19.8494,18.0278,14.7648,12.6491
LEFT,right,1778971555244,134.3577,5.0,29.1548,27.4591,25.807,23.4307,21.2132,19.2094,17.8885,16.7631,18.2483,18.0278,18.0,17.0,15.0,13.0384,11.1803,9.8489,9.8995,13.0384,15.2643,17.2047,18.3848,18.6011,17.4929,15.2315,12.3693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8102,4.4721,8.0,14.3178,20.6155,26.2488,30.5287,33.6155,34.2053,33.3766,30.0666,26.0,20.025,15.1327,12.2066,13.0384,16.4924,20.2237,24.1868,25.1794,26.0768,24.0208,24.3311,25.0,26.0,29.1548
LEFT,left,1778971555297,134.3577,5.0,12.0416,17.0294,21.4009,25.6125,26.9072,29.0,28.4253,25.807,23.8537,19.4165,16.2788,13.4536,12.083,11.4018,12.0,14.1421,15.2971,17.4642,18.4391,19.2354,19.0263,18.0,16.0312,13.1529,11.0454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6815,13.1529,8.0623,3.6056,5.099,9.434,14.4222,18.3576,21.4709,24.1661,26.9258,28.7924,29.1204,28.1603,27.8927,25.0,24.6982,24.5967,24.1868,24.6982,25.2389,23.8537,21.9545,18.0278,14.4222,9.2195
LEFT,right,1778971555459,134.3577,5.0,28.0179,26.0768,22.2036,18.6815,15.6525,14.2127,13.0384,13.9284,15.1327,16.0,17.0294,17.1172,17.0294,15.0333,13.0384,9.4868,8.0623,7.2111,9.8489,11.7047,13.0,13.4164,12.53,11.4018,10.6301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0384,10.0499,10.0,14.0357,18.4391,24.1661,28.0179,31.8277,33.3017,32.45,30.4138,26.4008,21.9317,15.6525,9.8995,7.0711,9.434,14.1421,18.6011,20.8087,23.3238,24.1661,24.6982,25.4951,27.1662,29.0172
LEFT,right,1778971555665,134.3577,5.0,24.7588,22.6716,20.8087,19.3132,18.1108,17.1172,17.088,17.2047,19.105,20.6155,21.6333,21.095,18.3576,17.0,13.0,10.0499,8.544,10.6301,13.6015,15.8114,17.2047,17.8045,16.9706,15.5563,13.4536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2971,12.8062,13.6015,16.2788,20.5913,25.4951,30.0,32.6497,33.2415,32.7567,29.1548,24.0,18.0278,10.0499,2.0,5.3852,11.7047,18.0278,22.8473,25.632,26.5707,26.9258,25.318,25.0,25.318,25.2982
LEFT,left,1778971555705,134.3577,5.0,17.0294,21.2603,24.0832,27.5862,27.5862,29.0689,28.0179,26.0768,23.8537,20.2485,16.4012,14.8661,12.8062,13.4164,12.6491,12.3693,14.0357,15.0,17.0,17.0,17.1172,16.2788,15.5242,13.3417,11.4018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8045,12.7279,7.0711,4.1231,5.0,8.6023,13.0384,17.2047,21.4009,22.6716,25.4558,26.9072,27.0185,26.4008,25.6125,24.8395,24.7588,25.4558,25.4951,25.4951,24.7588,21.9317,19.799,15.6205,11.6619,9.0554
LEFT,right,1778971555865,134.3577,5.0,27.8029,25.2389,22.8254,20.2485,17.2627,16.0312,14.8661,13.6015,15.6205,17.0,18.3848,19.9249,18.6815,18.6815,16.2788,14.0357,13.0384,12.6491,13.4164,13.8924,14.7648,13.8924,13.4164,11.1803,9.8489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2066,9.4868,10.2956,13.8924,20.6155,26.0768,31.1448,34.9285,37.3363,37.5899,33.8378,29.8329,23.3452,16.2788,8.6023,4.1231,7.0,14.1421,19.2354,23.3452,26.4764,27.8927,28.4605,28.6356,28.3019,29.8329
LEFT,left,1778971555922,134.3577,5.0,18.0278,22.0,24.0,28.0179,29.0689,30.2655,29.4279,26.6833,24.7386,20.6155,19.2354,17.0294,15.0333,13.6015,13.4164,13.8924,15.6205,16.9706,17.6918,18.4391,18.0278,17.4929,15.6525,13.4164,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1245,11.1803,6.0828,2.8284,6.0828,10.4403,15.2971,19.2354,23.0868,26.0,28.0713,29.4279,29.8329,30.0832,28.1603,26.9258,25.4951,24.1868,24.0832,23.0217,23.0,21.0,19.0263,16.1245,12.6491,11.4018
LEFT,right,1778971556066,134.3577,5.0,21.6333,19.8494,16.4012,13.4164,11.0454,10.7703,12.7279,13.8924,16.7631,18.4391,20.2237,20.0998,19.0263,18.0,16.0312,13.1529,11.7047,10.6301,10.8167,11.1803,11.7047,11.4018,11.1803,11.0454,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8062,12.6491,15.1327,18.7883,23.4307,29.0689,31.9061,35.3412,36.0555,34.7131,31.257,27.0185,20.025,12.0416,5.0,3.6056,10.7703,16.1555,20.2485,24.3516,25.9615,25.7099,26.1725,25.0,25.318,25.2982
LEFT,left,1778971556132,134.3577,5.0,17.72,21.5407,24.6982,27.8568,29.4109,30.0832,29.8329,27.4591,25.4951,22.561,18.9737,16.5529,15.8114,15.6205,14.8661,16.1245,16.1245,17.4642,17.4642,18.7883,19.2354,18.0278,15.8114,15.0,13.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0278,13.1529,6.3246,1.0,5.0,10.6301,16.4012,20.5913,24.1661,27.8927,29.6142,30.0666,30.0167,29.0,27.0,24.0208,23.1948,23.5372,24.0416,24.6982,23.7697,22.8473,20.6155,17.8885,14.4222,11.4018
LEFT,right,1778971556265,134.3577,5.0,26.2488,23.7697,20.1246,17.2047,12.8062,10.7703,9.0554,9.434,11.4018,13.4164,15.2315,16.7631,15.5242,15.5242,14.3178,11.0454,9.0,8.544,8.0623,9.2195,9.2195,9.2195,8.6023,7.2111,5.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2127,14.0357,15.6525,20.5183,25.0599,29.7321,34.5254,37.1214,39.0128,37.2156,33.541,28.8617,21.8403,13.3417,6.0828,4.0,10.8167,16.2788,19.799,22.6716,24.4131,25.0599,25.632,26.3059,27.0185,29.1548
LEFT,left,1778971556338,134.3577,5.0,16.5529,21.4709,23.7065,26.4197,28.178,28.6356,27.313,24.3516,21.5407,18.7883,15.2643,14.1421,13.0384,12.53,13.6015,15.2971,15.1327,16.0312,17.0294,17.1172,16.1245,15.2971,13.1529,11.0454,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.5242,9.8489,3.6056,2.2361,7.8102,13.4536,18.0278,21.9317,25.2982,26.6833,28.2843,29.0689,28.0179,27.074,25.0799,25.1794,23.5372,25.0,24.0416,23.0868,21.1896,18.3848,15.6525,11.4018,8.9443
LEFT,right,1778971556474,134.3577,5.0,21.0,18.2483,15.2315,12.8062,12.2066,11.4018,12.0416,13.0,15.8114,17.0294,17.6918,18.4391,17.8045,15.8114,13.0384,10.7703,9.0554,9.2195,9.8489,10.8167,11.4018,11.4018,11.4018,10.6301,9.2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3693,13.0,15.6205,19.9249,24.1868,29.0172,32.5576,33.8378,35.3412,33.121,28.6007,22.8035,16.2788,9.2195,2.0,6.3246,11.6619,17.4929,21.4709,23.8537,24.4131,24.8395,24.7588,24.4131,24.1661,24.0416
LEFT,left,1778971556543,134.3577,5.0,15.0,19.2094,23.6008,27.2029,29.6816,30.0167,29.0689,27.313,26.0,21.9317,18.7883,15.2643,12.8062,12.2066,11.1803,11.1803,13.0,14.0357,15.1327,15.1327,15.0333,13.0384,12.0416,10.198,9.8489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0278,14.3178,10.7703,7.6158,4.1231,1.4142,4.4721,8.9443,13.0,15.8114,19.6469,22.3607,24.3311,25.1794,26.0768,26.0768,26.0768,26.1725,25.1794,25.318,24.3311,22.2036,19.2354,15.2971,11.4018,7.2111
LEFT,right,1778971556681,134.3577,5.0,29.8329,27.4591,25.1794,22.0,18.1108,14.8661,12.2066,10.2956,11.1803,12.1655,14.8661,15.6525,16.1245,15.2643,14.2127,12.7279,12.2066,11.7047,13.3417,13.1529,13.1529,13.1529,11.4018,9.2195,8.2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3576,15.0,14.4222,18.3576,23.3452,29.0689,32.9848,37.3363,38.0789,36.6197,34.0588,28.2843,21.2132,13.4536,7.2801,5.831,12.1655,16.0,21.0238,23.1948,23.5372,23.4094,22.8254,22.6716,24.4131,26.4008
LEFT,left,1778971556749,134.3577,5.0,15.2315,20.5913,23.7065,28.178,29.9666,31.9531,31.0483,29.6142,27.2947,24.1868,21.3776,18.6815,16.1555,15.6525,15.0,15.5563,15.6205,16.4012,17.8045,17.6918,16.9706,15.6205,12.8062,10.6301,9.2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2127,10.2956,6.7082,3.6056,4.1231,7.0711,10.6301,14.2127,16.4012,18.868,20.5913,22.3607,23.2594,23.2594,22.3607,21.9545,22.4722,23.6008,25.0,25.6125,26.4008,25.2389,23.0217,20.8087,16.4012,13.4536
LEFT,right,1778971556889,134.3577,5.0,18.868,17.0294,15.2643,14.1421,13.3417,13.6015,15.0,14.8661,16.1245,17.0294,17.4642,16.7631,15.6525,14.4222,11.4018,7.2111,6.0828,7.2111,10.0,12.53,14.3178,15.2315,14.3178,13.9284,12.6491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2354,18.6815,20.8087,22.8035,27.7308,31.3209,34.7131,36.1248,36.0,34.1321,29.4279,23.0868,15.6525,9.2195,7.2801,12.2066,17.8885,22.4722,26.5707,28.6356,29.0689,27.4591,26.2488,23.6008,21.5407,20.0998
LEFT,left,1778971556956,134.3577,5.0,17.0294,20.8087,25.0,27.8029,29.7321,30.4138,31.1448,27.6586,26.2488,22.6274,19.105,15.0,13.0,13.1529,13.0384,13.3417,15.8114,18.0278,18.9737,18.6815,18.4391,17.2627,15.1327,11.1803,9.4868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.1655,7.6158,2.8284,2.2361,6.3246,11.4018,15.5563,20.0,23.8537,25.9422,28.2312,28.4605,28.1603,26.6833,25.7099,23.0868,22.8473,21.4709,22.4722,21.6333,20.0,18.4391,15.5563,12.2066,9.2195
LEFT,right,1778971557097,134.3577,5.0,21.3776,21.1896,18.3576,16.2788,14.4222,12.3693,12.0416,10.7703,12.7279,14.4222,15.2315,15.5242,16.2788,15.0333,13.0,11.4018,10.2956,10.6301,11.1803,12.6491,13.6015,13.3417,13.6015,11.4018,9.0554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2485,17.2047,17.2627,18.4391,21.9545,26.1725,29.2062,30.8869,31.3847,30.3645,26.6833,22.2036,16.0,9.0554,2.8284,5.0,11.7047,16.7631,19.6469,22.1359,22.4722,21.4709,21.4009,19.8494,20.1246,20.3961
LEFT,left,1778971557156,134.3577,5.0,16.2788,20.5183,25.4951,28.4253,30.0,31.0644,30.0167,28.6531,25.5539,22.4722,18.6011,16.2788,14.2127,13.4164,14.5602,13.1529,15.0333,15.0333,16.0312,16.0312,16.0,14.0,12.0,9.0554,7.6158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0263,14.3178,9.8489,5.0,1.4142,5.831,9.8995,14.2127,18.868,22.3607,25.632,27.8927,28.6356,28.4429,27.2947,26.4764,25.7099,25.0,24.3516,24.6982,24.1661,21.9317,19.6977,16.1245,12.2066,8.6023
LEFT,right,1778971557301,134.3577,5.0,24.8395,25.4951,25.0,24.5967,23.4094,22.561,21.095,19.105,18.6815,17.0,17.0294,15.6205,15.2643,14.3178,12.1655,11.0454,12.083,14.2127,16.9706,19.105,19.799,20.5183,19.2094,17.8045,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2094,14.7648,13.1529,15.6205,20.1246,24.5153,30.0167,32.249,33.9559,33.2415,30.4138,25.2389,17.8045,10.6301,3.1623,4.4721,12.0416,17.6918,22.6274,25.4558,25.4558,24.0832,23.6008,20.6155,19.2354,20.2237
LEFT,left,1778971557357,134.3577,5.0,16.6433,21.6333,26.4008,29.0689,31.1127,30.4795,30.0,27.4591,24.6982,21.095,17.2047,14.1421,11.4018,11.7047,12.0416,12.0,14.0357,15.1327,16.1245,17.1172,16.0,14.0357,13.1529,10.198,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1245,12.083,8.9443,5.6569,6.0828,7.2801,9.8489,13.4164,17.0,19.2354,21.4709,22.3607,24.1661,24.5967,24.5967,25.0599,25.5539,25.2389,25.807,25.807,24.4131,23.0217,20.2485,15.8114,11.4018,6.7082
LEFT,right,1778971557507,134.3577,5.0,21.2132,18.868,15.6525,15.0333,13.3417,13.0384,12.8062,13.0,15.1327,16.0312,16.4924,16.1555,15.6525,13.0384,11.3137,8.9443,8.0623,9.4868,11.6619,12.8062,12.8062,13.4536,12.7279,11.3137,9.2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9545,21.2603,21.5407,23.1948,26.1725,29.1204,31.7805,33.2866,32.8024,31.1448,28.3196,22.8035,17.2047,10.2956,4.0,4.0,8.9443,14.4222,18.0278,21.095,22.3607,22.4722,22.561,23.0,23.3452,24.3516
LEFT,left,1778971557556,134.3577,5.0,18.3576,23.7065,27.313,29.7321,29.1204,29.6142,28.2843,24.1868,21.095,17.2627,14.5602,12.083,11.4018,12.2066,12.083,13.9284,15.8114,16.7631,18.0278,17.4642,17.0,15.8114,13.4536,10.6301,7.8102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2971,11.0454,7.2801,4.2426,6.0,10.198,14.5602,17.4642,21.3776,23.1948,25.0799,26.0192,26.0,25.02,24.0208,23.0868,23.3452,23.5372,22.8035,24.0416,22.8035,20.6155,17.72,13.6015,9.434,7.6158
LEFT,right,1778971557712,134.3577,5.0,31.8904,26.8701,22.6716,18.868,15.5242,14.1421,14.3178,16.2788,19.2094,21.6333,24.1868,24.1868,22.8254,21.9545,17.8885,16.1555,13.1529,12.3693,14.3178,15.8114,17.2047,19.4165,18.868,18.3576,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6525,13.0384,13.0,15.2643,20.0,25.0799,29.6142,34.0147,35.2278,36.4005,33.2415,28.178,23.3238,17.0,10.4403,5.831,9.4868,15.0333,19.0263,22.2036,24.5153,25.0,27.313,29.1548,30.8058,33.4215
LEFT,left,1778971557759,134.3577,5.0,15.5563,19.799,22.6716,25.0,25.807,26.4197,24.1661,22.4722,19.9249,15.8114,13.9284,10.2956,9.2195,8.6023,8.9443,9.4868,10.198,11.1803,12.1655,11.4018,11.1803,10.2956,8.0623,5.831,4.1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7065,12.8062,9.8489,7.0711,25.0,11.0454,14.2127,16.4012,19.7231,24.4131,26.4197,25.4951,25.0799,24.1661,24.5967,24.1868,23.8537,23.8537,23.6008,24.2074,23.4307,20.8087,19.4165,15.0,10.6301,7.2801
LEFT,right,1778971557921,134.3577,5.0,23.1948,20.2485,16.6433,15.0,14.5602,15.0333,16.4924,17.8885,20.0,21.2603,21.9317,21.2603,19.2094,15.6205,12.2066,7.6158,5.3852,6.7082,11.7047,13.6015,15.8114,16.1555,16.5529,14.7648,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2315,13.1529,13.6015,17.0,21.587,27.0185,32.249,35.171,36.7696,36.2353,33.2866,27.0185,20.5183,12.7279,4.2426,3.6056,10.6301,17.0294,22.0227,25.4951,27.5862,27.6586,28.3019,28.6356,29.4109,29.4279
