zone,node,ts_ms,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51,amp_52,amp_53,amp_54,amp_55,amp_56,amp_57,amp_58,amp_59,amp_60,amp_61,amp_62,amp_63
MIDDLE,right,1778971786665,134.3577,5.0,30.0,27.6586,21.9317,17.0294,10.2956,5.099,7.0711,12.3693,18.9737,23.7697,28.2312,30.0832,30.0832,28.7924,25.632,20.1246,16.6433,12.8062,11.7047,13.0,14.3178,14.8661,14.3178,13.6015,12.7279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0278,14.4222,12.0416,13.4164,15.0,20.1246,23.0868,27.4591,29.0689,29.0172,30.1496,26.4764,23.5372,18.0278,12.083,7.0711,4.4721,8.544,14.0357,18.0278,21.0238,23.1948,25.4951,27.5136,29.9666,30.8869
MIDDLE,left,1778971786755,134.3577,5.0,19.6977,25.0599,27.7849,32.45,32.8024,33.4215,32.6497,29.0689,26.2488,21.2603,17.0294,10.8167,6.3246,3.6056,7.0711,9.4868,14.3178,17.0,19.7231,19.7231,20.2485,20.8087,19.2094,17.6918,16.9706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0384,8.2462,3.6056,2.8284,6.0828,11.0,15.0333,19.0263,22.0227,24.0208,27.0,28.0,29.0172,29.0689,27.2947,27.6586,26.2488,25.632,25.0799,24.1661,20.2485,18.0278,13.1529,10.198,9.2195
MIDDLE,right,1778971786887,134.3577,5.0,24.1868,22.8035,19.799,15.2643,11.4018,8.2462,7.2111,11.0454,16.1555,21.095,24.4131,27.8029,27.6586,28.3196,25.4558,21.2603,18.0278,13.9284,11.0454,9.4868,9.2195,8.6023,9.4868,9.0,7.2801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9317,19.2354,17.1172,17.4642,18.868,22.6274,26.6271,29.0689,31.3847,32.28,31.7805,29.2746,25.02,20.0998,14.8661,10.6301,10.198,13.6015,17.0,21.6333,23.0217,25.5539,25.4951,25.9615,25.0799,26.0768
MIDDLE,left,1778971786966,134.3577,5.0,20.3961,24.0416,27.5136,28.7924,30.4631,29.9666,28.6531,26.0768,22.2036,17.8045,12.2066,7.6158,4.0,3.6056,6.0,10.198,12.3693,14.5602,16.4924,17.72,18.4391,18.4391,17.4642,16.2788,15.2971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1421,9.0554,4.1231,3.0,7.2111,12.7279,16.9706,20.5183,24.0832,27.5862,28.3196,30.4795,31.8904,31.241,30.0,29.4109,26.9258,25.9422,23.7697,22.4722,20.2485,18.0278,13.4164,8.6023,4.1231,6.7082
MIDDLE,right,1778971787100,134.3577,5.0,32.6497,30.0,26.0768,21.9545,14.8661,11.0,8.4853,12.1655,18.0278,23.3452,28.6356,30.5941,32.5576,30.4138,28.4429,24.3311,20.8806,16.5529,14.2127,14.4222,13.9284,13.1529,13.0,14.1421,13.6015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.72,14.1421,13.4536,15.2315,18.0,21.8403,25.4951,28.0179,29.7321,30.4795,28.8444,25.0599,20.6155,14.5602,8.0623,1.4142,5.831,12.6491,17.72,21.8403,25.0,27.5136,27.7308,29.1548,30.8058,32.5576
MIDDLE,left,1778971787191,134.3577,5.0,21.0238,25.0799,28.2312,30.6757,31.6228,32.28,31.0483,28.8617,25.7099,20.6155,15.5242,9.8489,5.0,5.099,7.8102,11.1803,14.7648,17.4642,18.7883,20.6155,20.6155,20.6155,18.9737,17.72,15.2971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2788,10.7703,5.831,3.0,5.099,10.0499,13.1529,16.4924,20.8806,23.7697,25.0,26.2488,27.2029,27.8927,26.4764,25.4951,25.0799,24.0,23.0217,21.095,20.0998,17.1172,14.0,9.2195,5.0,5.3852
MIDDLE,right,1778971787304,134.3577,5.0,30.2655,28.2843,22.3607,17.72,12.083,7.8102,7.2801,11.3137,16.6433,21.095,26.4197,27.7849,29.1548,28.3019,26.0768,22.4722,19.2354,14.8661,13.0384,11.4018,12.083,12.2066,12.7279,12.2066,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4164,11.6619,12.0,14.3178,17.6918,20.8087,24.5967,27.2029,28.4429,29.0689,27.0,24.1868,20.3961,15.2971,9.2195,2.0,3.6056,8.9443,13.8924,17.8885,20.6155,23.4094,24.7386,27.2947,29.0689,31.0161
MIDDLE,left,1778971787406,134.3577,5.0,21.5407,25.632,28.4605,30.0832,29.8329,30.5941,29.2746,26.1725,23.1948,19.105,13.0384,9.0,4.0,1.4142,6.3246,9.0554,12.1655,15.2971,16.2788,18.2483,18.2483,18.2483,17.2627,16.1245,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9284,8.0623,2.8284,5.0,10.6301,15.2643,19.2354,22.8254,26.4197,28.6531,29.6816,29.6816,30.8058,28.4253,26.9072,24.7588,22.8035,21.095,19.6977,18.0278,16.7631,13.9284,11.6619,7.8102,7.0,10.0
MIDDLE,right,1778971787509,134.3577,5.0,30.4138,25.807,21.2132,15.0,9.2195,6.4031,10.0,15.2315,21.9545,26.4008,31.8904,33.9411,34.6554,32.5576,29.0689,25.0,19.4165,13.0,9.0,7.2111,7.6158,10.0499,12.0416,12.3693,11.7047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4951,22.3607,20.2237,20.2237,22.3607,24.8395,28.4253,31.0644,32.2025,33.2415,31.0483,28.4429,25.02,19.105,13.4164,10.8167,12.0,16.7631,21.0238,25.9422,29.0689,30.0832,32.28,32.3883,33.0,33.541
MIDDLE,left,1778971787615,134.3577,5.0,15.2971,19.9249,23.4094,25.632,28.2312,28.2312,27.7308,27.2947,24.1868,19.7231,13.8924,9.434,4.1231,1.0,5.6569,10.6301,13.4536,16.2788,18.4391,20.6155,21.2603,21.2603,19.2094,17.2047,16.1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6525,11.4018,7.2111,5.3852,7.2111,11.1803,15.0,19.0263,22.0907,24.1868,26.1725,28.1603,28.0713,27.0185,26.0192,25.0799,24.5153,23.0868,21.9317,21.095,20.2485,18.3576,15.6525,12.083,8.0623,7.2111
MIDDLE,left,1778971787829,134.3577,5.0,21.587,24.7386,27.2029,29.4109,29.7321,29.7321,28.2312,24.6982,21.5407,17.088,11.7047,7.2801,2.2361,4.4721,8.6023,10.6301,14.1421,16.2788,17.6918,18.4391,18.4391,18.4391,17.0294,15.0,13.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0333,11.0,6.3246,3.1623,5.0,8.9443,12.6491,17.4642,20.6155,23.7697,26.6833,28.8617,28.8617,29.1204,28.4605,26.9258,25.4951,22.4722,20.8087,19.8494,19.105,14.8661,12.2066,8.544,6.3246,8.544
MIDDLE,right,1778971787927,134.3577,5.0,30.4138,28.2843,23.0868,20.025,13.3417,9.2195,9.0554,13.0,18.6011,24.0832,29.0,30.4138,31.8277,30.4795,28.3196,24.0416,20.5183,16.6433,13.6015,13.0384,12.1655,12.083,13.0384,12.0416,12.0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.72,15.0333,13.0384,13.8924,17.1172,20.0998,23.4094,25.9422,28.0179,26.9072,25.4951,23.0217,19.7231,13.9284,8.0623,5.0,7.2801,11.4018,16.9706,19.8494,23.3452,25.4558,25.6125,28.3019,29.0689,30.6757
MIDDLE,left,1778971788040,134.3577,5.0,19.0263,23.0868,26.3059,28.4429,29.6142,29.8329,28.1603,25.2982,22.1359,17.088,11.7047,6.0828,2.2361,6.3246,9.434,12.8062,15.8114,17.8045,18.6011,18.6011,18.6011,17.2047,15.8114,12.8062,10.6301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.2066,6.4031,2.2361,2.8284,7.0711,11.3137,16.2788,19.799,23.3452,26.1725,28.2843,29.6985,30.4138,29.7321,29.0689,27.8029,25.2389,23.3238,21.4709,19.6977,16.5529,13.4164,8.6023,4.4721,5.0
MIDDLE,right,1778971788135,134.3577,5.0,28.2312,25.4951,21.4709,17.8045,11.4018,9.0554,9.434,13.0384,18.9737,22.8035,27.6586,29.8329,31.0483,30.0832,28.1603,23.0868,19.6469,15.2971,12.0416,9.8489,8.4853,8.9443,9.4868,10.0499,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8661,12.083,12.1655,13.6015,15.8114,19.3132,22.3607,25.02,26.0768,25.4951,24.0416,21.5407,17.0,12.2066,7.2111,4.1231,6.0828,11.0,15.2971,19.4165,21.3776,24.1868,25.0799,27.0185,28.2843,30.8058
MIDDLE,left,1778971788249,134.3577,5.0,18.0278,23.0,25.02,28.1603,29.2746,29.6142,28.6356,25.0,21.8403,17.088,12.6491,7.0711,3.6056,6.0,9.4868,11.1803,14.7648,16.6433,18.0278,18.6011,18.6011,18.6011,17.8045,17.0294,16.2788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1529,8.2462,2.8284,3.1623,7.0711,11.4018,15.8114,19.3132,22.4722,25.632,27.8568,30.0832,31.0161,30.0832,29.7321,28.1603,26.9258,23.5372,23.1948,21.0238,19.0263,16.0312,13.0384,8.0623,3.6056,4.2426
MIDDLE,right,1778971788339,134.3577,5.0,32.249,30.4138,25.7099,22.1359,16.1245,12.8062,12.3693,14.3178,19.2354,24.4131,27.8029,30.6105,32.0156,30.8058,29.4109,26.4008,23.4307,19.799,17.2047,15.2643,13.6015,13.1529,12.0,11.1803,10.7703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1108,14.7648,12.2066,12.0416,14.8661,17.8045,20.8087,23.2594,25.0,25.1794,23.0,20.2237,17.72,12.083,7.0711,4.4721,8.2462,13.0384,18.4391,21.8403,25.0,27.2029,28.6356,30.2655,31.0644,33.0151
MIDDLE,left,1778971788463,134.3577,5.0,19.0,23.0868,27.1662,30.1496,31.257,32.3883,30.5941,27.6586,24.7386,19.4165,14.0357,9.4868,7.8102,9.0554,11.1803,15.5242,16.1555,17.8885,19.2354,18.868,19.4165,17.8045,17.6918,16.2788,15.6205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0416,18.7883,13.0384,10.0,5.3852,6.4031,9.2195,14.1421,18.4391,22.1359,24.6982,27.313,29.0689,29.9666,29.5296,28.6356,27.313,25.632,25.0,22.561,20.6155,17.4642,14.3178,9.2195,4.2426,2.8284
MIDDLE,right,1778971788551,134.3577,5.0,28.2843,24.8395,21.6333,16.5529,12.1655,10.7703,10.8167,14.3178,19.0,23.1948,26.6833,28.8617,29.1204,28.4605,25.632,22.8473,18.868,15.5563,15.2643,14.5602,14.0357,14.0,13.1529,12.6491,11.1803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.095,17.8045,16.7631,15.1327,16.6433,19.105,21.4709,24.0416,26.3059,26.0,24.1868,21.8403,18.7883,14.2127,10.8167,8.0623,9.8995,14.3178,18.6815,22.3607,25.4951,26.4764,28.8617,28.4605,29.0689,30.5287
MIDDLE,left,1778971788677,134.3577,5.0,19.9249,24.0416,26.2488,29.1204,30.0832,30.0832,28.8617,25.7099,22.561,17.72,12.083,7.8102,6.0828,8.0623,11.4018,13.6015,15.8114,17.4929,18.3576,19.2354,19.2354,17.8885,16.5529,14.8661,13.3417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0227,17.2627,11.7047,7.0711,5.099,8.9443,13.3417,18.0278,22.0227,26.1725,28.2843,30.5941,31.7805,31.5753,30.5941,28.4429,27.1662,24.0208,22.0227,20.2237,17.4642,14.3178,11.4018,6.3246,1.0,4.4721
MIDDLE,right,1778971788751,134.3577,5.0,31.257,28.6356,24.3516,20.1246,16.2788,13.0,14.0357,16.5529,22.8035,26.9072,31.1127,31.8904,33.3017,31.1448,28.4253,25.807,22.3607,20.8806,20.0998,20.0998,20.3961,20.6155,18.9737,17.4642,15.2643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2237,16.6433,13.4164,15.0333,18.3576,22.6274,26.0768,29.1548,30.8058,32.0624,31.0644,27.4591,23.0868,17.0,10.0,5.0,7.2801,14.0357,19.6469,24.3516,27.8568,28.7924,30.6757,31.0483,32.3883,32.0156
MIDDLE,left,1778971788890,134.3577,5.0,19.2354,23.3452,25.318,27.2947,28.4429,27.4591,26.3059,23.3452,20.3961,15.2971,10.198,6.3246,2.2361,5.6569,8.0623,10.4403,13.6015,15.5242,16.4924,17.4642,16.2788,16.2788,15.2971,13.1529,11.0454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3576,12.3693,8.2462,6.7082,10.198,14.7648,19.4165,23.4307,26.8701,30.4138,31.8904,33.3017,32.6497,31.1448,29.0,26.1725,24.2074,20.2485,17.8885,15.8114,13.3417,10.0499,8.0623,3.0,1.0,6.0828
MIDDLE,right,1778971788966,134.3577,5.0,27.6586,24.4131,21.095,17.72,13.0,10.2956,11.1803,14.0,19.6469,24.6982,28.6356,30.4138,31.7648,31.7648,29.1548,26.6271,22.8035,19.105,16.1245,14.5602,15.0,14.3178,14.3178,14.4222,14.1421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8035,18.868,15.0,14.1421,14.8661,18.4391,22.2036,25.0799,28.1603,29.2746,29.0172,27.1662,23.5372,18.0278,13.6015,8.9443,8.9443,12.8062,18.3848,22.8035,26.6833,28.8617,30.0832,30.0832,30.8707,30.5287
MIDDLE,left,1778971789101,134.3577,5.0,22.8254,26.4197,28.6531,30.8869,30.8869,30.4138,29.0689,26.4008,23.2594,18.3848,12.083,6.7082,2.0,2.8284,6.3246,10.4403,13.6015,15.2971,17.2627,18.1108,19.105,18.1108,17.0294,16.0312,13.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2132,17.0294,12.6491,9.8995,10.198,13.1529,16.1555,19.7231,23.8537,26.6271,28.6007,30.0,30.8058,31.0644,29.1548,26.8328,25.0799,22.8035,20.2237,19.0263,16.0312,14.0,11.0454,7.6158,7.2111,10.0
MIDDLE,right,1778971789165,134.3577,5.0,25.0599,23.2594,21.1896,17.2627,13.0384,11.1803,12.2066,15.5242,20.025,24.0208,28.0713,29.0689,30.0666,30.0167,27.0185,25.02,22.2036,18.6815,16.5529,15.8114,14.8661,15.0,13.8924,13.9284,13.3417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2127,11.7047,12.1655,13.6015,16.6433,19.9249,24.0832,26.0768,26.6833,26.0,23.7065,20.8087,17.6918,11.4018,5.831,1.4142,6.4031,12.0416,16.4012,20.8087,23.0217,25.2389,26.4008,26.9072,26.1725,27.8029
MIDDLE,left,1778971789312,134.3577,5.0,18.868,23.0217,25.807,29.4109,30.2324,30.2324,29.6816,26.0768,24.1868,20.1246,15.2315,11.4018,6.0828,4.4721,6.3246,8.6023,12.7279,15.6205,17.2047,19.7231,19.2354,19.6977,19.3132,17.088,15.5242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0278,14.8661,12.0,9.8489,10.0,12.6491,15.0333,19.0263,21.2132,24.5153,26.6833,28.8617,30.0832,30.0832,28.8617,27.6586,27.2947,24.1868,22.0227,21.0,19.0263,16.0312,13.0,10.198,7.2111,7.2801
MIDDLE,right,1778971789374,134.3577,5.0,27.0185,24.4131,20.2485,18.0278,14.0357,13.6015,14.2127,16.1245,19.6977,24.0416,26.6833,28.6356,29.6142,28.8617,27.6586,24.5153,22.3607,19.0263,17.0294,15.5242,14.3178,14.4222,14.8661,13.4536,13.6015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4222,12.083,12.1655,14.2127,17.0,20.6155,24.0832,25.1794,26.9258,26.9258,24.1868,21.4009,17.0294,11.3137,5.6569,1.4142,6.4031,12.2066,18.0278,21.9545,25.0599,27.2947,28.6531,28.8444,29.2062,29.7321
MIDDLE,left,1778971789522,134.3577,5.0,24.0416,26.2488,27.2029,28.1603,28.1603,28.1603,26.9258,25.0,22.1359,18.9737,13.9284,9.8489,5.6569,4.1231,5.0,9.434,11.6619,14.7648,17.0,19.2354,21.4709,21.9545,19.7231,18.6011,16.4012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8661,12.0,11.1803,12.8062,15.6525,19.3132,22.1359,25.2982,26.5707,28.2312,29.0689,29.1548,28.8444,27.0185,25.4558,22.6716,20.8087,18.868,16.5529,14.3178,13.4164,12.2066,11.4018,11.7047,13.1529,17.0294
MIDDLE,right,1778971789589,134.3577,5.0,29.1548,25.2982,23.7697,18.1108,15.0333,12.53,12.8062,14.8661,19.2354,23.0217,26.0192,28.0,28.0,28.0,25.0,23.0,20.025,16.2788,15.2315,15.0,14.1421,15.6205,14.4222,14.4222,13.4164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2315,14.2127,14.1421,15.5242,18.6011,20.6155,23.2594,25.0,25.1794,24.0,21.095,17.4642,13.6015,8.0623,2.2361,3.6056,10.0,15.0,19.8494,24.0832,26.9072,27.5862,30.4795,30.0,30.2324,30.8869
MIDDLE,left,1778971789731,134.3577,5.0,21.4709,24.5967,26.4008,28.6356,28.6356,28.6356,28.2312,25.0799,22.8473,18.7883,14.3178,9.8489,5.831,2.0,4.1231,7.2801,10.4403,13.6015,15.8114,17.088,19.3132,19.3132,18.3848,16.5529,15.6525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1245,10.198,6.4031,8.2462,12.2066,17.6918,21.4009,25.0,28.0179,30.2324,30.8058,31.6228,31.4006,29.8329,27.5862,24.7588,21.4009,18.3576,16.5529,14.8661,12.3693,10.4403,7.2111,5.3852,6.3246,9.8995
MIDDLE,right,1778971789798,134.3577,5.0,28.178,25.0799,21.1896,18.2483,14.0357,13.4164,13.4536,15.6525,19.9249,23.5372,26.4764,27.4591,28.6356,27.8927,24.7386,22.561,20.2237,18.0,16.1245,15.5242,16.1555,15.6525,15.2643,14.4222,12.8062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0499,8.6023,10.4403,14.1421,18.3848,21.6333,24.7588,27.0185,28.3019,27.7308,26.5707,23.7697,20.2237,14.1421,8.0623,2.2361,6.4031,13.0384,19.4165,23.6008,27.8029,30.6105,32.0156,32.8024,31.6228,31.9061
MIDDLE,left,1778971789936,134.3577,5.0,22.6274,26.8701,26.8701,30.4138,30.4138,30.4138,27.5862,24.7588,21.2132,16.9706,13.4536,8.6023,4.1231,3.1623,7.2801,9.8489,14.3178,17.0,19.2354,20.5913,20.5913,19.7231,19.2354,17.0,15.2643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1172,12.6491,7.8102,5.0,7.0711,11.1803,15.5242,20.3961,24.1868,26.3059,29.2746,31.257,32.249,31.257,30.2655,27.4591,26.6833,23.0868,21.1896,18.3848,15.2315,10.7703,7.2801,3.1623,5.099,10.0
MIDDLE,right,1778971790002,134.3577,5.0,26.6833,24.0416,20.2485,15.0,12.2066,11.0454,13.0,17.2047,22.6274,26.2488,29.8329,30.6105,31.241,30.4795,26.9072,22.8035,19.4165,15.2315,14.0357,14.3178,15.2315,16.1245,15.8114,16.4012,15.5563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0312,12.2066,12.6491,15.2971,18.868,21.9317,25.807,27.2947,28.7924,28.1603,26.4764,24.0832,19.0263,14.1421,7.2801,3.1623,6.0828,13.0,19.105,23.3452,26.4764,29.4279,30.4138,30.0666,31.0,32.0624
MIDDLE,left,1778971790143,134.3577,5.0,21.4709,25.9422,27.7308,31.305,31.305,32.2025,31.305,28.178,25.0599,20.1246,15.8114,10.6301,6.4031,2.8284,6.0,9.0554,14.5602,18.0278,21.1896,22.8473,23.7697,23.7697,21.9317,21.0238,19.2354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3848,14.4222,10.198,7.6158,7.6158,12.0416,16.4924,21.5407,25.0799,27.7308,30.4138,32.249,33.6155,32.249,31.305,27.7308,26.0,23.7697,22.561,19.2354,17.0294,14.0357,10.198,6.3246,4.1231,6.4031
MIDDLE,right,1778971790213,134.3577,5.0,25.5539,23.0217,19.105,15.0,10.7703,8.2462,10.0,14.8661,19.2354,24.0208,28.0,30.0,31.0,30.0167,27.0,23.0,19.2354,14.8661,13.6015,13.6015,13.4164,14.3178,14.0357,15.0,15.1327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7883,15.6205,15.2971,16.4924,19.4165,22.0227,24.1868,25.632,26.6833,26.1725,24.0208,21.0238,17.2627,11.4018,5.831,3.6056,8.0623,13.0,18.0278,22.0907,25.0799,27.0185,27.0,28.1603,28.6356,28.4605
MIDDLE,left,1778971790367,134.3577,5.0,20.2485,25.807,27.4591,30.2324,31.6228,31.6228,29.4109,26.4008,22.2036,17.2047,12.8062,7.2111,2.2361,4.4721,9.2195,12.0416,16.2788,19.105,21.9317,21.9317,22.6274,21.9317,20.5183,18.3848,16.9706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1108,13.6015,9.2195,6.0828,7.2111,10.8167,14.8661,19.6469,23.3452,26.1725,29.2746,30.1496,31.257,30.2655,28.4429,26.6833,24.0416,22.4722,20.5913,18.0278,15.6205,12.8062,8.6023,5.0,2.0,7.6158
MIDDLE,right,1778971790430,134.3577,5.0,24.1868,23.2594,21.1896,17.4642,15.0,13.6015,12.0416,13.8924,17.4642,21.095,25.0799,27.074,28.0713,27.074,25.0799,23.0868,20.0,16.1245,13.6015,12.2066,12.0416,12.2066,12.083,12.3693,13.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1421,10.4403,9.4868,10.0,13.3417,17.0294,19.6469,22.8473,24.1868,24.2074,22.6274,20.0,17.0,12.3693,7.2801,5.099,9.434,13.4536,18.868,22.8254,24.1661,25.0799,25.4951,25.0599,24.4131,24.7588
MIDDLE,left,1778971790583,134.3577,5.0,25.4951,29.0689,30.4138,32.6497,32.6497,31.305,29.0689,25.0599,20.5913,14.7648,8.6023,3.6056,4.1231,8.0623,12.0,15.1327,17.1172,19.105,19.2354,19.4165,18.2483,17.2627,15.2971,11.7047,9.8489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4307,18.3576,11.1803,7.6158,8.544,12.3693,17.8885,23.0217,27.8029,31.241,33.3017,34.6554,35.3836,34.0588,31.241,28.6007,25.5539,22.4722,19.9249,17.2627,15.0333,11.0454,8.0,2.2361,3.6056,9.434
MIDDLE,right,1778971790628,134.3577,5.0,26.2488,24.1661,20.2485,16.2788,13.0384,10.0,11.4018,14.7648,20.6155,25.1794,29.0689,31.0161,31.0161,30.0167,26.0192,24.0832,19.6469,17.0,14.8661,15.2643,15.2315,15.2971,14.0357,14.0357,12.6491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0238,17.2627,15.1327,13.8924,15.2643,18.6815,21.0238,24.3311,26.2488,29.0689,27.4591,25.4951,22.0227,18.3576,13.1529,9.8489,11.7047,16.0312,20.6155,24.3516,27.313,28.6356,30.0832,29.1204,29.4279,28.0
MIDDLE,left,1778971790788,134.3577,5.0,20.5183,24.0832,26.9072,29.8329,30.6105,31.241,29.8329,26.2488,22.6274,17.6918,15.2643,11.4018,10.198,10.0,11.6619,14.3178,16.7631,19.2354,20.0998,21.095,21.0238,20.0,20.0,17.0294,16.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1246,16.2788,11.1803,8.4853,9.0554,11.1803,15.5563,20.2485,24.1661,26.5707,28.1603,29.8329,30.5941,30.5941,28.6356,26.9258,25.2982,22.8473,21.0238,18.868,18.0278,15.0,11.4018,8.0623,3.1623,4.1231
MIDDLE,right,1778971790838,134.3577,5.0,25.4951,23.3452,20.0,16.1245,12.1655,9.2195,10.6301,13.9284,19.2354,23.0868,26.0192,27.0185,27.0185,25.02,22.0,19.0263,15.5242,12.53,12.7279,12.53,13.9284,14.3178,13.1529,13.0,12.0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0294,13.0,10.6301,11.0454,13.9284,16.4012,19.8494,21.6333,23.7065,24.3516,23.5372,22.0907,19.0263,14.3178,10.2956,6.3246,8.0623,12.53,17.088,20.8806,24.7386,26.6833,26.9258,27.5136,27.313,28.6531
MIDDLE,left,1778971791003,134.3577,5.0,15.6205,19.2094,22.8035,24.8395,26.4008,27.0185,27.2029,25.2389,23.0217,19.2094,15.5563,12.2066,10.4403,10.0,9.4868,11.4018,12.7279,15.0,16.6433,18.3576,19.2354,20.1246,18.7883,18.3848,18.3848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5529,11.4018,7.2111,4.1231,7.2801,11.1803,16.1555,21.095,24.2074,27.5862,29.0689,30.0,30.2324,29.6816,27.4591,25.2389,23.6008,21.2603,19.105,17.8045,16.6433,13.8924,11.6619,7.6158,3.0,2.2361
MIDDLE,right,1778971791038,134.3577,5.0,26.0,24.1661,18.868,14.2127,9.434,6.0828,8.9443,14.0357,20.025,25.318,29.6142,30.8058,32.7567,30.8058,29.1204,25.2982,20.6155,17.4929,13.4536,11.1803,10.198,9.0554,9.8489,9.8995,10.8167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.095,18.9737,17.2047,15.8114,15.5242,18.0278,18.6815,21.4709,22.8035,22.6716,22.2036,20.1246,16.7631,13.0384,9.4868,8.6023,10.0499,13.3417,17.088,19.6977,21.9317,23.4094,23.7697,25.1794,26.0,27.2947
MIDDLE,left,1778971791220,134.3577,5.0,18.868,22.4722,24.6982,26.9258,27.2947,27.2947,25.9422,22.8254,19.7231,15.8114,13.4536,10.0,8.544,7.0711,8.6023,9.2195,12.53,14.3178,17.4642,18.7883,18.7883,18.7883,17.8885,17.0,15.2643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3576,14.2127,9.2195,4.1231,3.0,7.2111,12.7279,18.4391,22.8035,26.0768,29.1548,30.8869,32.2025,31.7805,30.4631,27.313,25.9422,23.3238,20.8087,17.8045,16.2788,12.7279,9.2195,4.4721,1.0,5.831
